,Auckland,Hamilton,Tauranga,Wellington,Christchurch,Dunedin,Whangarei,Rotorua,Gisborne,Hastings,Napier,New Plymouth,Whanganui,Palmerston North,Kapiti Coast,Nelson,Invercargill,Cambridge,Te Awamutu,Tokoroa,Taupo,Whakatane,Feilding,Levin,Masterton,Blenheim,Greymouth,Ashburton,Timaru,Oamaru,Queenstown,Kaitaia,Kerikeri,Warkworth,Whitianga,Thames,Waihi,Huntly,Morrinsville,Matamata,Katikati,Te Puke,Kawerau,Stratford,Hawera,Marton,Dannevirke,Otaki,Motueka,Cromwell,Alexandra,Wanaka,Gore
u45.0km_u45deg,3220.88,6109.98,3639.63,1904.92,3962.20,2952.07,4339.87,6003.30,3612.39,3975.69,3641.73,2910.64,3979.51,5816.02,3124.91,4356.65,3923.82,6292.10,6197.33,6189.40,5674.06,3079.18,5676.56,4117.71,5905.70,4234.45,3249.15,4802.86,3701.73,3309.73,5554.49,2926.28,3994.27,2882.89,2041.34,4438.96,3945.40,5747.11,6128.19,5914.75,4259.58,3578.84,4869.96,5251.97,5003.05,5033.83,6266.67,3515.12,3849.88,6029.90,6230.40,5580.57,6315.15
u45.0km_u50deg,3223.35,6113.13,3647.11,1933.12,3969.36,2959.11,4345.29,6019.07,3626.63,3983.39,3651.93,2921.71,4021.14,5841.81,3201.80,4464.00,3923.91,6296.87,6204.49,6200.19,5684.16,3140.39,5693.84,4188.34,5982.32,4333.17,3311.30,4812.00,3713.89,3330.91,5795.39,2930.52,3999.21,2884.73,2053.94,4452.25,3957.34,5748.64,6133.03,5922.67,4267.16,3587.32,4921.82,5293.24,5043.52,5052.33,6301.30,3594.75,3955.18,6104.12,6255.95,5783.33,6318.89
u45.0km_u55deg,3224.12,6113.71,3649.19,1942.42,3970.99,2960.81,4346.60,6023.93,3630.11,3985.79,3655.22,2924.90,4031.87,5850.14,3230.23,4505.04,3923.91,6298.04,6206.20,6203.24,5687.21,3165.04,5698.88,4214.91,6010.40,4367.69,3341.55,4815.08,3716.56,3336.90,5918.44,2931.50,4000.37,2885.32,2058.08,4456.40,3961.42,5748.88,6134.31,5924.81,4269.37,3589.95,4942.12,5304.19,5054.52,5056.62,6312.75,3624.16,4000.59,6133.40,6264.10,5885.35,6319.59
u45.0km_u60deg,3224.33,6113.77,3649.63,1944.29,3971.22,2961.17,4346.85,6025.02,3630.79,3986.34,3656.04,2925.58,4033.34,5851.63,3236.33,4515.75,3923.91,6298.19,6206.45,6203.83,5687.92,3171.60,5699.65,4220.70,6016.43,4376.03,3352.36,4815.63,3716.92,3337.80,5969.07,2931.62,4000.57,2885.53,2059.13,4457.45,3962.50,5748.89,6134.54,5925.19,4269.85,3590.60,4947.54,5305.93,5056.32,5057.19,6314.91,3630.41,4014.06,6142.29,6266.08,5927.20,6319.65
u45.0km_u65deg,3224.37,6113.78,3649.71,1944.52,3971.26,2961.23,4346.90,6025.22,3630.91,3986.42,3656.22,2925.70,4033.45,5851.74,3236.85,4517.74,3923.91,6298.20,6206.47,6203.96,5688.08,3172.40,5699.71,4221.19,6016.94,4377.52,3355.14,4815.68,3716.95,3337.87,5987.01,2931.64,4000.60,2885.59,2059.36,4457.68,3962.72,5748.89,6134.56,5925.25,4269.96,3590.71,4948.29,5306.14,5056.54,5057.24,6315.06,3630.94,4016.63,6144.46,6266.40,5942.13,6319.66
u45.0km_u70deg,3224.38,6113.78,3649.73,1944.54,3971.26,2961.23,4346.90,6025.27,3630.93,3986.42,3656.24,2925.71,4033.46,5851.74,3236.87,4517.99,3923.91,6298.20,6206.47,6204.00,5688.11,3172.44,5699.72,4221.21,6016.96,4377.75,3355.62,4815.69,3716.95,3337.88,5991.80,2931.64,4000.61,2885.60,2059.38,4457.72,3962.75,5748.89,6134.56,5925.27,4269.99,3590.74,4948.34,5306.17,5056.57,5057.24,6315.07,3630.96,4016.88,6144.81,6266.43,5946.37,6319.66
u45.0km_u75deg,3224.38,6113.78,3649.73,1944.54,3971.26,2961.23,4346.90,6025.27,3630.93,3986.42,3656.24,2925.72,4033.46,5851.74,3236.87,4518.00,3923.91,6298.20,6206.47,6204.00,5688.12,3172.45,5699.72,4221.21,6016.96,4377.76,3355.65,4815.69,3716.95,3337.88,5992.54,2931.64,4000.61,2885.60,2059.38,4457.72,3962.76,5748.89,6134.56,5925.27,4270.00,3590.74,4948.34,5306.17,5056.57,5057.24,6315.07,3630.96,4016.89,6144.84,6266.43,5947.14,6319.66
u45.0km_u80deg,3224.38,6113.78,3649.73,1944.54,3971.26,2961.23,4346.90,6025.27,3630.93,3986.42,3656.24,2925.72,4033.46,5851.74,3236.87,4518.00,3923.91,6298.20,6206.47,6204.00,5688.12,3172.45,5699.72,4221.21,6016.96,4377.76,3355.65,4815.69,3716.95,3337.88,5992.57,2931.64,4000.61,2885.60,2059.38,4457.72,3962.76,5748.89,6134.56,5925.27,4270.00,3590.74,4948.34,5306.17,5056.57,5057.24,6315.07,3630.96,4016.89,6144.84,6266.43,5947.19,6319.66
u45.0km_u85deg,3224.38,6113.78,3649.73,1944.54,3971.26,2961.23,4346.90,6025.27,3630.93,3986.42,3656.24,2925.72,4033.46,5851.74,3236.87,4518.00,3923.91,6298.20,6206.47,6204.00,5688.12,3172.45,5699.72,4221.21,6016.96,4377.76,3355.65,4815.69,3716.95,3337.88,5992.57,2931.64,4000.61,2885.60,2059.38,4457.72,3962.76,5748.89,6134.56,5925.27,4270.00,3590.74,4948.34,5306.17,5056.57,5057.24,6315.07,3630.96,4016.89,6144.84,6266.43,5947.19,6319.66
u45.0km_u90deg,3224.38,6113.78,3649.73,1944.54,3971.26,2961.23,4346.90,6025.27,3630.93,3986.42,3656.24,2925.72,4033.46,5851.74,3236.87,4518.00,3923.91,6298.20,6206.47,6204.00,5688.12,3172.45,5699.72,4221.21,6016.96,4377.76,3355.65,4815.69,3716.95,3337.88,5992.57,2931.64,4000.61,2885.60,2059.38,4457.72,3962.76,5748.89,6134.56,5925.27,4270.00,3590.74,4948.34,5306.17,5056.57,5057.24,6315.07,3630.96,4016.89,6144.84,6266.43,5947.19,6319.66
u50.0km_u0deg,1.16,2.20,0.98,5.66,2.77,1.75,0.90,2.03,0.86,1.88,1.53,0.57,1.54,2.11,6.11,0.50,1.99,1.68,1.53,2.02,1.16,1.08,2.22,1.41,6.62,0.99,2.00,1.27,1.18,1.35,2.41,0.90,0.69,0.77,0.17,1.40,0.69,2.21,2.12,1.54,1.03,1.40,1.84,1.00,1.12,1.90,2.55,1.43,0.59,2.87,3.84,3.88,2.90
u50.0km_u5deg,1842.58,4414.33,2398.19,599.06,3431.18,1333.50,1888.00,3425.07,772.85,1965.23,1542.09,2005.73,1780.37,3605.43,1325.37,946.67,3738.39,4464.72,3889.12,3537.57,3646.90,1155.86,3623.28,2411.40,2049.26,992.78,1703.55,4942.23,2700.43,1668.08,735.99,1213.11,1463.40,1395.11,502.97,2215.29,2587.81,4244.27,4781.15,4444.54,3028.81,2169.49,2365.59,2587.86,2655.19,2958.38,2860.42,1806.00,761.17,1816.34,2376.66,888.50,4416.99
u50.0km_u10deg,2574.89,5459.88,3134.54,835.38,3662.03,2071.20,2976.34,4825.50,1419.37,2874.91,2416.79,2443.57,2258.90,4404.90,1625.13,1422.02,4249.16,5621.65,5163.38,5153.98,4951.00,1625.64,4392.89,2818.08,2942.80,1367.97,2140.96,5093.59,3232.69,2288.90,1381.99,1826.61,2431.64,2207.91,853.01,2908.21,3164.04,5150.22,5712.19,5498.16,3751.90,2950.84,3243.31,3217.35,3274.62,3612.75,4132.79,2137.88,1214.58,2916.45,3837.91,1495.23,5735.29
u50.0km_u15deg,3036.40,6176.88,3594.15,1090.11,3903.79,2593.77,3773.19,5662.86,2176.15,3520.82,3078.13,2694.17,2703.24,5066.49,1945.67,1990.85,4532.46,6376.27,6041.70,6083.93,5705.21,2031.32,5007.12,3197.34,3847.30,1837.10,2477.29,5210.14,3593.23,2745.28,2154.96,2376.59,3244.96,2696.67,1241.87,3565.71,3641.33,5793.26,6343.23,6118.65,4264.24,3436.35,3862.29,3671.49,3712.52,4170.62,5182.73,2466.81,1728.53,3908.01,4985.14,2243.66,6538.97
u50.0km_u20deg,3346.04,6678.81,3917.74,1371.19,4135.75,2980.44,4329.79,6234.68,2912.20,3989.63,3584.08,2902.91,3178.44,5645.02,2311.77,2673.15,4685.56,6909.58,6662.47,6687.96,6222.08,2423.91,5545.68,3586.67,4720.88,2436.11,2799.86,5325.45,3882.90,3115.34,3057.59,2782.45,3861.35,2986.36,1612.01,4140.48,4030.04,6246.91,6795.69,6526.36,4637.52,3778.47,4375.46,4130.32,4151.56,4690.38,6034.70,2829.01,2317.90,4837.47,5905.96,3137.44,7062.90
u50.0km_u25deg,3551.42,7017.21,4150.65,1655.14,4336.44,3261.20,4713.54,6641.40,3523.33,4323.37,3961.58,3088.92,3662.03,6123.29,2699.59,3390.73,4765.36,7283.89,7089.88,7093.91,6590.28,2805.92,6000.27,3967.41,5479.91,3087.90,3110.57,5435.27,4118.27,3418.05,4008.09,3049.19,4287.61,3153.91,1923.41,4593.68,4324.23,6549.34,7106.93,6797.44,4899.38,4028.12,4820.84,4595.73,4595.33,5157.10,6684.66,3203.89,2927.62,5662.79,6610.19,4091.41,7402.13
u50.0km_u30deg,3673.84,7218.65,4310.60,1920.68,4501.27,3450.96,4951.70,6920.41,3962.43,4546.89,4222.40,3253.16,4132.75,6488.61,3079.79,4084.18,4803.86,7523.02,7357.27,7354.02,6848.16,3159.07,6360.05,4317.84,6077.19,3734.54,3395.41,5536.92,4313.11,3666.19,4926.64,3207.62,4545.49,3240.14,2155.56,4911.08,4528.03,6724.13,7297.16,6968.89,5070.38,4203.05,5197.66,5055.74,5034.63,5554.47,7148.48,3567.17,3513.64,6339.39,7109.38,5014.08,7609.02
u50.0km_u35deg,3736.32,7318.03,4407.53,2148.37,4617.54,3560.90,5073.34,7090.15,4232.91,4684.55,4383.39,3384.42,4537.58,6741.74,3434.58,4709.54,4819.95,7655.49,7499.89,7501.95,7012.87,3467.87,6610.63,4630.08,6524.36,4341.30,3647.44,5632.53,4464.54,3858.19,5763.15,3292.30,4675.09,3278.87,2304.21,5099.46,4653.26,6805.53,7396.59,7067.74,5170.45,4311.25,5498.91,5462.52,5425.30,5848.66,7452.08,3905.69,4054.07,6849.39,7427.91,5837.63,7720.19
u50.0km_u40deg,3762.61,7359.78,4459.06,2306.33,4681.44,3614.68,5125.44,7181.20,4368.48,4761.27,4469.21,3464.65,4794.41,6896.57,3714.32,5171.43,4825.62,7719.81,7565.20,7578.18,7105.35,3710.88,6754.21,4873.98,6828.67,4798.30,3854.05,5707.60,4558.36,3981.63,6440.67,3333.22,4731.79,3294.64,2382.91,5192.14,4720.86,6836.89,7442.28,7120.56,5222.83,4370.04,5717.21,5727.38,5682.04,6013.46,7633.31,4173.52,4487.78,7189.56,7604.55,6480.64,7771.39
u50.0km_u45deg,3772.18,7374.96,4482.91,2395.04,4710.75,3636.85,5144.60,7224.77,4425.99,4799.98,4509.95,3503.77,4921.97,6978.81,3890.19,5439.84,4827.26,7746.31,7591.22,7612.54,7149.99,3878.16,6823.14,5027.98,7005.42,5061.91,4002.73,5752.01,4604.86,4046.86,6916.42,3349.70,4753.12,3301.03,2418.48,5231.41,4752.61,6847.16,7460.73,7145.03,5246.67,4398.34,5858.29,5860.56,5812.52,6088.50,7727.92,4341.66,4770.90,7390.15,7691.13,6920.16,7791.03
u50.0km_u50deg,3775.35,7379.50,4492.17,2434.96,4721.61,3644.22,5150.82,7242.16,4445.70,4816.90,4526.83,3519.01,4972.15,7014.06,3976.14,5570.69,4827.59,7755.21,7599.69,7625.37,7167.82,3967.34,6849.71,5103.77,7088.25,5189.45,4091.96,5774.42,4622.91,4074.31,7208.36,3355.29,4759.96,3303.58,2432.49,5246.07,4765.59,6849.94,7467.07,7154.34,5255.91,4409.63,5930.57,5913.24,5864.70,6115.55,7769.19,4423.73,4923.66,7493.41,7727.51,7186.26,7796.59
u50.0km_u55deg,3776.26,7380.49,4494.89,2448.07,4724.23,3645.98,5152.40,7247.57,4450.70,4822.77,4532.35,3523.24,4985.14,7025.81,4007.73,5619.07,4827.63,7757.43,7601.69,7629.05,7173.20,4003.68,6857.15,5132.01,7117.95,5234.24,4136.36,5781.65,4626.84,4081.72,7358.29,3356.63,4761.67,3304.62,2437.01,5250.57,4769.90,6850.49,7468.74,7156.91,5258.63,4413.14,5959.29,5927.33,5878.94,6122.01,7782.97,4453.78,4990.94,7536.63,7739.79,7323.68,7797.58
u50.0km_u60deg,3776.53,7380.62,4495.51,2450.62,4724.75,3646.34,5152.76,7248.84,4451.65,4824.17,4533.70,3524.08,4987.03,7027.96,4014.45,5631.27,4827.65,7757.72,7601.96,7629.78,7174.30,4013.45,6858.22,5138.12,7124.18,5244.93,4152.36,5782.69,4627.32,4082.75,7421.42,3356.82,4761.96,3305.04,2438.13,5251.68,4771.02,6850.57,7469.03,7157.40,5259.24,4413.94,5966.97,5929.53,5881.22,6122.92,7785.60,4460.09,5011.25,7550.48,7743.10,7382.97,7797.68
u50.0km_u65deg,3776.61,7380.63,4495.65,2450.90,4724.91,3646.40,5152.84,7249.11,4451.81,4824.42,4533.94,3524.22,4987.21,7028.12,4015.03,5633.46,4827.65,7757.75,7601.98,7629.92,7174.49,4014.65,6858.30,5138.64,7124.71,5246.86,4156.50,5782.78,4627.36,4082.82,7444.63,3356.84,4762.01,3305.17,2438.36,5251.92,4771.25,6850.58,7469.06,7157.47,5259.37,4414.08,5968.00,5929.77,5881.47,6123.01,7785.80,4460.62,5015.20,7553.96,7743.77,7405.61,7797.68
u50.0km_u70deg,3776.62,7380.63,4495.68,2450.92,4724.95,3646.40,5152.85,7249.18,4451.83,4824.45,4533.97,3524.24,4987.22,7028.13,4015.05,5633.72,4827.65,7757.75,7601.98,7629.96,7174.52,4014.71,6858.30,5138.66,7124.73,5247.15,4157.19,5782.78,4627.36,4082.83,7450.99,3356.84,4762.02,3305.20,2438.39,5251.95,4771.28,6850.58,7469.07,7157.50,5259.41,4414.11,5968.07,5929.79,5881.49,6123.02,7785.81,4460.64,5015.64,7554.57,7743.86,7412.59,7797.68
u50.0km_u75deg,3776.63,7380.63,4495.68,2450.92,4724.96,3646.40,5152.85,7249.19,4451.84,4824.45,4533.97,3524.24,4987.22,7028.13,4015.05,5633.73,4827.65,7757.75,7601.98,7629.97,7174.53,4014.71,6858.31,5138.66,7124.73,5247.17,4157.24,5782.78,4627.36,4082.83,7452.04,3356.84,4762.02,3305.20,2438.39,5251.96,4771.28,6850.58,7469.07,7157.50,5259.41,4414.11,5968.07,5929.79,5881.49,6123.02,7785.81,4460.64,5015.66,7554.64,7743.87,7414.10,7797.68
u50.0km_u80deg,3776.63,7380.63,4495.68,2450.92,4724.96,3646.40,5152.85,7249.19,4451.84,4824.45,4533.97,3524.24,4987.22,7028.13,4015.05,5633.73,4827.65,7757.75,7601.98,7629.97,7174.53,4014.71,6858.31,5138.66,7124.73,5247.17,4157.24,5782.78,4627.36,4082.83,7452.10,3356.84,4762.02,3305.20,2438.39,5251.96,4771.28,6850.58,7469.07,7157.50,5259.41,4414.11,5968.07,5929.79,5881.49,6123.02,7785.81,4460.64,5015.66,7554.64,7743.87,7414.25,7797.68
u50.0km_u85deg,3776.63,7380.63,4495.68,2450.92,4724.96,3646.40,5152.85,7249.19,4451.84,4824.45,4533.97,3524.24,4987.22,7028.13,4015.05,5633.73,4827.65,7757.75,7601.98,7629.97,7174.53,4014.71,6858.31,5138.66,7124.73,5247.17,4157.24,5782.78,4627.36,4082.83,7452.10,3356.84,4762.02,3305.20,2438.39,5251.96,4771.28,6850.58,7469.07,7157.50,5259.41,4414.11,5968.07,5929.79,5881.49,6123.02,7785.81,4460.64,5015.66,7554.64,7743.87,7414.25,7797.68
u50.0km_u90deg,3776.63,7380.63,4495.68,2450.92,4724.96,3646.40,5152.85,7249.19,4451.84,4824.45,4533.97,3524.24,4987.22,7028.13,4015.05,5633.73,4827.65,7757.75,7601.98,7629.97,7174.53,4014.71,6858.31,5138.66,7124.73,5247.17,4157.24,5782.78,4627.36,4082.83,7452.10,3356.84,4762.02,3305.20,2438.39,5251.96,4771.28,6850.58,7469.07,7157.50,5259.41,4414.11,5968.07,5929.79,5881.49,6123.02,7785.81,4460.64,5015.66,7554.64,7743.87,7414.25,7797.68
u55.0km_u0deg,1.29,2.55,1.27,5.77,2.91,2.06,1.04,2.73,1.05,2.21,1.75,0.64,1.83,2.56,6.49,0.68,2.32,2.04,1.82,2.24,1.54,1.23,2.56,1.65,7.65,1.06,2.15,2.00,1.41,1.55,3.00,1.18,0.79,1.09,0.31,1.66,0.92,2.47,2.40,1.90,1.29,1.62,2.11,1.17,1.20,2.17,3.04,4.54,0.69,3.73,4.53,4.86,3.50
u55.0km_u5deg,2122.76,5017.12,2836.90,743.60,3858.16,1632.39,2283.46,4186.20,892.46,2221.06,1760.42,2221.17,2147.04,3949.93,1754.07,1159.57,4141.12,5086.08,4606.76,4352.71,4173.90,1378.34,3912.87,2957.44,2456.38,1037.93,1913.77,5422.57,3192.97,1928.56,968.95,1420.59,1708.52,1609.74,709.89,2756.84,3056.59,4852.91,5388.29,5218.19,3662.08,2679.07,2783.90,2682.47,2752.91,3336.70,3420.02,2295.08,869.27,2109.33,2851.01,1156.23,5245.68
u55.0km_u10deg,2949.23,6284.98,3751.39,1015.13,4143.40,2534.01,3543.96,5791.79,1677.09,3281.63,2769.72,2714.63,2736.06,4961.54,2128.43,1729.16,4864.89,6537.19,6120.80,6251.99,5740.81,1954.04,4856.01,3465.65,3463.63,1463.99,2414.91,5644.75,3839.87,2682.95,1786.56,2132.28,2847.18,2525.99,1109.55,3552.67,3774.33,5908.93,6561.51,6451.00,4522.86,3606.59,3804.01,3365.85,3423.54,4141.24,4908.13,2716.77,1394.25,3429.97,4569.51,1896.08,6793.76
u55.0km_u15deg,3474.80,7161.96,4337.02,1315.17,4435.50,3165.05,4452.82,6737.03,2584.68,4050.52,3551.12,3018.40,3282.28,5811.53,2508.09,2410.67,5303.88,7512.64,7164.92,7348.13,6686.41,2442.99,5634.93,3936.89,4486.69,2013.90,2814.39,5828.79,4286.59,3248.30,2741.84,2742.61,3796.00,3075.36,1549.94,4281.97,4359.84,6664.70,7356.89,7190.72,5133.70,4188.57,4523.11,3880.37,3919.23,4833.72,6138.08,3127.04,1993.18,4615.12,5925.13,2781.23,7779.46
u55.0km_u20deg,3829.37,7782.18,4750.02,1655.69,4717.93,3626.20,5081.55,7377.56,3460.05,4621.36,4170.35,3286.86,3862.05,6550.37,2931.64,3231.34,5565.49,8211.20,7903.24,8060.09,7365.88,2916.48,6332.89,4411.11,5479.50,2725.52,3210.77,6018.12,4653.80,3711.04,3832.95,3186.04,4507.93,3400.32,1968.08,4911.02,4826.55,7205.91,7924.85,7685.71,5583.61,4601.64,5124.30,4412.70,4429.89,5482.46,7140.36,3562.35,2691.72,5726.22,7026.27,3833.97,8444.49
u55.0km_u25deg,4064.59,8206.15,5044.23,2008.09,4965.80,3956.84,5510.63,7830.66,4185.78,5039.11,4652.41,3535.98,4448.75,7154.97,3374.47,4096.73,5715.99,8704.26,8413.26,8537.22,7875.18,3384.25,6932.31,4862.03,6344.76,3502.59,3604.81,6202.04,4956.99,4088.62,4967.11,3476.62,4999.03,3587.66,2319.00,5404.38,5173.56,7573.65,8317.21,8018.44,5902.66,4904.92,5652.22,4960.20,4953.72,6067.60,7907.07,3997.78,3427.30,6717.33,7879.48,4961.79,8887.35
u55.0km_u30deg,4204.18,8465.86,5243.77,2345.08,5174.25,4176.67,5773.37,8139.32,4708.93,5331.09,5004.89,3763.87,5016.49,7613.70,3804.60,4934.11,5795.57,9021.21,8735.59,8841.87,8251.50,3825.92,7414.87,5264.94,7027.62,4275.40,3975.51,6374.92,5212.32,4394.21,6055.21,3650.53,5296.45,3683.77,2579.47,5748.18,5410.05,7793.25,8560.22,8229.15,6112.39,5119.07,6104.82,5506.57,5477.25,6567.93,8455.62,4406.19,4147.68,7539.78,8491.93,6063.44,9164.02
u55.0km_u35deg,4274.45,8601.39,5363.66,2640.62,5325.96,4302.17,5905.76,8326.04,5032.99,5525.36,5243.96,3950.54,5503.12,7932.23,4201.76,5694.96,5832.23,9197.11,8909.67,9015.16,8509.94,4222.49,7758.50,5612.38,7534.91,5008.69,4314.17,6538.86,5416.57,4626.70,7038.40,3745.29,5447.59,3726.81,2744.78,5951.59,5553.32,7900.76,8689.28,8349.08,6235.37,5253.58,6475.18,5995.04,5947.49,6942.40,8815.17,4773.55,4828.09,8174.28,8888.22,7059.07,9315.85
u55.0km_u40deg,4303.55,8663.48,5426.93,2850.49,5411.21,4362.57,5961.79,8425.26,5195.55,5642.94,5386.45,4064.92,5811.81,8128.85,4511.39,6262.35,5846.40,9282.99,8990.47,9104.49,8666.40,4545.10,7960.29,5875.57,7873.55,5569.76,4603.68,6668.18,5544.93,4773.89,7829.99,3792.49,5515.21,3744.11,2831.08,6051.98,5629.88,7944.32,8749.38,8411.30,6299.81,5328.20,6751.27,6315.35,6258.30,7156.40,9029.14,5056.26,5389.37,8610.96,9111.52,7845.07,9386.37
u55.0km_u45deg,4314.01,8688.52,5456.33,2970.38,5450.89,4387.23,5982.19,8472.45,5264.87,5705.33,5460.62,4120.27,5965.45,8234.25,4704.37,6594.81,5850.97,9319.18,9023.19,9145.25,8746.20,4771.65,8059.81,6038.29,8066.55,5896.29,4819.24,6743.95,5608.54,4850.47,8386.48,3812.19,5541.36,3750.98,2869.53,6094.77,5665.75,7959.42,8773.81,8439.57,6329.03,5364.81,6932.93,6477.28,6416.84,7256.03,9140.77,5231.03,5765.99,8878.17,9223.70,8389.29,9413.50
u55.0km_u50deg,4317.36,8696.98,5467.75,3025.13,5465.86,4395.36,5988.72,8491.29,5288.76,5733.43,5493.65,4141.56,6025.79,8279.95,4797.90,6759.53,5851.97,9331.67,9034.04,9160.81,8779.04,4894.45,8099.29,6117.20,8155.44,6056.01,4952.05,6781.78,5633.30,4882.31,8731.57,3819.00,5549.85,3753.69,2884.48,6110.77,5680.43,7963.84,8782.24,8450.14,6340.27,5379.63,7026.92,6541.33,6480.07,7293.06,9189.44,5315.51,5974.63,9021.31,9272.78,8723.00,9421.07
u55.0km_u55deg,4318.29,8699.14,5471.07,3043.34,5469.47,4397.26,5990.38,8497.18,5294.95,5743.02,5505.05,4147.27,6041.53,8295.21,4831.89,6821.69,5852.09,9334.84,9036.63,9165.42,8788.94,4944.88,8110.72,6146.26,8186.78,6112.99,5020.10,6793.71,5638.29,4890.71,8914.72,3820.76,5552.02,3754.75,2889.26,6115.62,5685.27,7964.78,8784.42,8452.99,6343.56,5384.23,7064.18,6558.51,6497.14,7302.51,9205.77,5346.23,6068.87,9083.74,9290.62,8898.55,9422.36
u55.0km_u60deg,4318.56,8699.52,5471.82,3046.94,5470.09,4397.63,5990.74,8498.60,5296.16,5745.16,5507.77,4148.31,6043.83,8298.05,4839.02,6837.61,5852.11,9335.35,9036.99,9166.41,8790.81,4958.51,8112.49,6152.46,8193.20,6126.47,5045.02,6795.28,5638.82,4891.84,8997.02,3821.03,5552.39,3755.17,2890.44,6116.79,5686.49,7964.96,8784.82,8453.51,6344.29,5385.29,7074.04,6561.16,6499.78,7303.92,9208.97,5352.64,6098.36,9104.43,9296.12,8977.65,9422.47
u55.0km_u65deg,4318.64,8699.55,5471.97,3047.31,5470.25,4397.69,5990.82,8498.90,5296.38,5745.48,5508.24,4148.46,6044.05,8298.26,4839.61,6840.55,5852.11,9335.42,9037.01,9166.60,8791.05,4960.24,8112.62,6152.99,8193.73,6128.86,5051.46,6795.40,5638.87,4891.93,9030.22,3821.06,5552.45,3755.30,2890.71,6117.03,5686.74,7965.00,8784.89,8453.59,6344.44,5385.50,7075.28,6561.45,6500.06,7304.06,9209.24,5353.18,6104.53,9109.67,9297.54,9009.57,9422.48
u55.0km_u70deg,4318.66,8699.55,5472.00,3047.33,5470.30,4397.70,5990.84,8498.98,5296.41,5745.51,5508.29,4148.48,6044.05,8298.27,4839.63,6840.91,5852.11,9335.44,9037.02,9166.66,8791.09,4960.32,8112.64,6153.01,8193.75,6129.20,5052.51,6795.40,5638.87,4891.93,9040.65,3821.06,5552.45,3755.32,2890.75,6117.07,5686.77,7965.01,8784.91,8453.61,6344.47,5385.54,7075.36,6561.47,6500.09,7304.07,9209.25,5353.20,6105.25,9110.59,9297.78,9020.14,9422.48
u55.0km_u75deg,4318.66,8699.55,5472.01,3047.33,5470.30,4397.70,5990.84,8498.99,5296.41,5745.51,5508.29,4148.48,6044.05,8298.27,4839.63,6840.93,5852.11,9335.44,9037.02,9166.67,8791.09,4960.33,8112.64,6153.01,8193.75,6129.22,5052.57,6795.40,5638.87,4891.93,9042.60,3821.06,5552.45,3755.32,2890.75,6117.07,5686.78,7965.01,8784.91,8453.61,6344.47,5385.55,7075.36,6561.48,6500.09,7304.07,9209.25,5353.20,6105.30,9110.69,9297.80,9022.57,9422.48
u55.0km_u80deg,4318.66,8699.55,5472.01,3047.33,5470.30,4397.70,5990.84,8498.99,5296.41,5745.51,5508.29,4148.48,6044.05,8298.27,4839.63,6840.93,5852.11,9335.44,9037.02,9166.67,8791.09,4960.33,8112.64,6153.01,8193.75,6129.22,5052.57,6795.40,5638.87,4891.93,9042.71,3821.06,5552.45,3755.32,2890.75,6117.07,5686.78,7965.01,8784.91,8453.61,6344.47,5385.55,7075.36,6561.48,6500.09,7304.07,9209.25,5353.20,6105.30,9110.69,9297.80,9022.83,9422.48
u55.0km_u85deg,4318.66,8699.55,5472.01,3047.33,5470.30,4397.70,5990.84,8498.99,5296.41,5745.51,5508.29,4148.48,6044.05,8298.27,4839.63,6840.93,5852.11,9335.44,9037.02,9166.67,8791.09,4960.33,8112.64,6153.01,8193.75,6129.22,5052.57,6795.40,5638.87,4891.93,9042.71,3821.06,5552.45,3755.32,2890.75,6117.07,5686.78,7965.01,8784.91,8453.61,6344.47,5385.55,7075.36,6561.48,6500.09,7304.07,9209.25,5353.20,6105.30,9110.69,9297.80,9022.83,9422.48
u55.0km_u90deg,4318.66,8699.55,5472.01,3047.33,5470.30,4397.70,5990.84,8498.99,5296.41,5745.51,5508.29,4148.48,6044.05,8298.27,4839.63,6840.93,5852.11,9335.44,9037.02,9166.67,8791.09,4960.33,8112.64,6153.01,8193.75,6129.22,5052.57,6795.40,5638.87,4891.93,9042.71,3821.06,5552.45,3755.32,2890.75,6117.07,5686.78,7965.01,8784.91,8453.61,6344.47,5385.55,7075.36,6561.48,6500.09,7304.07,9209.25,5353.20,6105.30,9110.69,9297.80,9022.83,9422.48
u60.0km_u0deg,1.45,2.80,1.78,5.88,3.04,2.33,1.29,2.97,1.28,2.52,1.98,0.72,2.15,2.94,6.69,0.85,2.76,2.50,2.21,2.41,1.76,1.45,2.85,2.03,7.95,1.14,2.34,2.71,1.67,1.79,3.53,1.27,0.94,1.50,0.41,1.98,1.52,2.73,2.74,2.20,1.48,1.93,2.27,1.30,1.33,2.60,3.60,6.90,0.89,4.44,5.12,5.64,4.09
u60.0km_u5deg,2361.74,5596.33,3354.63,923.24,4323.21,1926.20,2634.34,4928.43,1014.69,2462.67,1971.76,2355.56,2616.03,4308.08,2107.87,1369.57,4679.16,5817.67,5343.14,5223.10,4653.06,1616.23,4221.82,3514.14,2839.54,1087.97,2041.67,5960.51,3775.25,2259.58,1289.11,1645.71,1975.32,1878.23,944.61,3348.11,3623.04,5418.29,5971.93,5890.55,4315.24,3213.05,3214.07,2791.17,2834.87,3749.44,3993.32,2821.60,959.55,2440.78,3374.94,1523.02,5984.05
